name,geoid,state_name,county_name,land_area (sqmtrs),population,population_density_sq_mi,median_household_income,hhs_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,race_and_ethnicity_white,race_and_ethnicity_black,race_and_ethnicity_native,race_and_ethnicity_asian,race_and_ethnicity_islander,race_and_ethnicity_other,race_and_ethnicity_two,race_and_ethnicity_hispanic,age_total,age_female_0_to_9,age_female_10_to_19,age_female_20_to_29,age_female_30_to_39,age_female_40_to_49,age_female_50_to_59,age_female_60_to_69,age_female_70_plus,age_male_0_to_9,age_male_10_to_19,age_male_20_to_29,age_male_30_to_39,age_male_40_to_49,age_male_50_to_59,age_male_60_to_69,age_male_70_plus,median_age,educational_attainment_population_25_years_and_over,educational_attainment_no_diploma,educational_attainment_high_school,educational_attainment_some_college,educational_attainment_bachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,employment_status_civilian_labor_force,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,
Clio CDP,16000US0614106,California,Plumas,"1,514,932",59,100.9,-$1,38,14,13,0,0,11,0,0,59,42,0,0,0,0,0,0,17,59,0,0,0,15,0,0,0,14,6,0,0,11,0,0,13,0,33.9,53,0.00%,0.00%,50.90%,49.10%,0.00%,11,0.00%,39,0.00%,58,-$1,38,
Clipper Mills CDP,16000US0614148,California,Butte,"4,503,147",335,192.7,"$56,140",138,20,23,95,0,0,0,0,335,252,0,0,0,0,0,38,45,335,46,0,23,0,0,0,57,45,26,0,22,0,0,20,58,38,65.5,263,39.90%,16.30%,22.10%,21.70%,0.00%,61,0.00%,45,100.00%,138,-$1,138,
Cloverdale city,16000US0614190,California,Sonoma,"8,107,251","8,754","2,796.60","$71,378","3,194",387,629,637,436,615,281,209,"8,754","5,412",69,112,362,6,0,174,"2,619","8,754",620,626,420,663,515,479,775,570,531,486,427,632,511,377,607,515,39.6,"6,124",15.70%,19.40%,36.80%,19.10%,9.00%,"2,228",5.80%,"4,333",2.20%,"3,239","$476,100","3,194",
Clovis city,16000US0614218,California,Fresno,"65,810,886","109,160","4,296.00","$77,904","37,160","5,000","7,138","5,806","5,132","7,256","3,784","3,044","109,160","56,811","2,988",305,"11,590",359,288,"3,442","33,377","109,160","8,125","7,252","7,269","8,246","6,568","6,899","5,455","5,199","8,657","8,891","7,089","7,591","6,226","6,876","4,846","3,971",34.5,"69,408",8.70%,19.90%,38.70%,21.20%,11.50%,"27,054",7.90%,"53,616",5.50%,"38,664","$324,600","37,160",
Clyde CDP,16000US0614232,California,Contra Costa,"371,139",792,"5,527.00","$82,944",321,46,41,68,89,51,16,10,792,594,0,7,74,0,27,45,45,792,32,40,81,31,57,70,58,31,27,13,92,72,8,91,46,43,43.4,614,3.10%,19.90%,56.20%,15.10%,5.70%,211,10.40%,477,7.10%,321,"$435,000",321,
Coachella city,16000US0614260,California,Riverside,"77,895,731","45,181","1,502.20","$34,224","15,451","5,477","4,648","2,517","1,361",961,295,192,"45,181",764,251,35,93,12,0,46,"43,980","45,181","2,579","3,433","2,849","4,449","4,275","3,086","1,809","1,046","3,164","2,823","3,360","3,780","3,194","2,985","1,468",881,34.5,"30,332",41.80%,40.60%,14.00%,2.80%,0.90%,"8,630",18.60%,"25,275",14.30%,"16,099","$219,400","15,451",
Coalinga city,16000US0614274,California,Fresno,"17,045,887","16,906","2,568.70","$62,522","4,293",973,834,785,546,654,286,215,"16,906","5,199",490,399,383,114,10,368,"9,943","16,906","1,110","1,211",947,"1,020",788,788,660,401,"1,025","1,399","2,005","1,961","1,373","1,042",845,331,32.1,"10,743",29.60%,24.70%,33.60%,7.50%,4.60%,"3,189",17.50%,"6,114",7.80%,"4,721","$170,100","4,293",
Coarsegold CDP,16000US0614288,California,Madera,"28,459,348","1,585",144.2,"$62,992",672,130,179,127,47,128,40,21,"1,585","1,141",0,57,0,0,0,10,377,"1,585",162,19,169,40,44,129,170,259,21,96,11,58,45,18,115,229,57.7,"1,209",6.10%,40.10%,35.90%,13.70%,4.10%,444,2.70%,643,8.40%,766,"$250,000",672,
Cobb CDP,16000US0614302,California,Lake,"12,898,015","1,011",203,"$78,833",492,86,134,10,163,33,66,0,"1,011",962,0,0,0,0,0,0,49,"1,011",27,0,0,72,88,90,59,70,30,51,16,45,54,119,216,74,57.1,887,4.10%,24.10%,50.50%,14.10%,7.20%,352,3.70%,516,6.00%,821,"$260,300",492,
Coffee Creek CDP,16000US0614406,California,Trinity,"29,836,328",197,17.1,"$51,875",105,22,29,36,13,5,0,0,197,170,0,18,3,0,4,0,2,197,3,8,12,6,19,10,9,27,8,5,0,3,6,42,18,21,56.5,165,7.30%,24.20%,32.10%,19.40%,17.00%,63,4.80%,81,4.90%,200,"$300,000",105,
Cohasset CDP,16000US0614442,California,Butte,"64,868,861",631,25.2,"$69,420",251,44,26,62,0,71,28,20,631,613,0,0,0,0,0,0,18,631,27,28,0,68,35,69,60,19,31,80,0,28,35,67,36,48,46.5,465,6.70%,22.40%,30.10%,17.20%,23.70%,169,0.00%,242,0.00%,464,"$368,200",251,
Cold Springs CDP,16000US0614454,California,Tuolumne,"4,492,222",51,29.4,-$1,27,0,0,27,0,0,0,0,51,51,0,0,0,0,0,0,0,51,0,0,0,0,0,24,0,0,0,0,0,0,0,27,0,0,-1,51,0.00%,0.00%,100.00%,0.00%,0.00%,27,0.00%,27,0.00%,271,-$1,27,
Cold Springs CDP,16000US0614450,California,El Dorado,"1,956,545",582,770.4,"$74,083",219,16,64,35,0,69,25,10,582,532,0,0,8,0,0,0,42,582,19,47,10,28,10,54,94,37,0,0,26,15,17,141,42,42,55,503,15.90%,25.40%,30.80%,20.50%,7.40%,151,0.00%,303,13.50%,219,"$341,400",219,
Coleville CDP,16000US0614484,California,Mono,"35,707,152",464,33.7,-$1,147,51,37,0,0,44,0,15,464,335,0,16,0,0,0,0,113,464,24,0,10,88,0,42,24,0,60,0,11,167,0,0,38,0,32.4,380,0.00%,46.60%,31.30%,17.90%,4.20%,84,41.70%,309,0.00%,241,"$151,000",147,
Colfax city,16000US0614498,California,Placer,"3,641,506","2,057","1,463.00","$57,734",873,252,127,185,121,128,12,48,"2,057","1,608",78,29,0,0,35,56,251,"2,057",126,115,107,217,118,124,65,111,147,131,142,243,166,86,79,80,35.4,"1,393",10.60%,27.60%,44.90%,12.00%,4.90%,466,8.60%,"1,047",7.50%,918,"$273,400",873,
College City CDP,16000US0614554,California,Colusa,"8,491,757",170,51.9,"$71,875",58,7,13,19,10,9,0,0,170,19,0,0,0,0,0,0,151,170,0,27,9,13,7,0,29,0,0,32,14,7,0,10,10,12,30.4,97,23.70%,7.20%,47.40%,21.60%,0.00%,46,0.00%,79,0.00%,58,"$292,500",58,
Collierville CDP,16000US0614708,California,San Joaquin,"17,080,884","2,698",409.1,"$58,813",769,55,286,147,47,129,17,88,"2,698","1,333",0,0,90,0,0,70,"1,205","2,698",155,154,252,51,219,126,94,130,242,203,329,98,225,136,131,153,31.4,"1,711",34.60%,27.60%,26.80%,7.70%,3.40%,553,0.50%,"1,362",3.50%,769,"$404,300",769,
Colma town,16000US0614736,California,San Mateo,"4,929,224","1,302",684.1,"$95,357",470,67,47,64,77,79,71,65,"1,302",327,40,0,361,0,11,45,518,"1,302",60,62,127,58,97,82,72,91,50,117,90,95,61,110,82,48,38.8,906,13.40%,25.60%,34.20%,20.50%,6.30%,323,8.40%,777,1.00%,485,"$773,100",470,
Coloma CDP,16000US0614764,California,El Dorado,"8,689,797",427,127.3,"$125,521",205,0,0,58,42,12,76,17,427,414,2,0,0,0,0,9,2,427,0,22,2,0,30,137,9,12,0,2,7,22,0,91,81,12,56.6,397,0.50%,22.70%,60.70%,5.00%,11.10%,168,0.00%,272,0.00%,254,"$454,000",205,
Colton city,16000US0614890,California,San Bernardino,"40,252,531","54,580","3,511.90","$53,838","16,689","3,147","4,505","3,351","2,558","2,095",665,368,"54,580","9,749","3,883",166,"2,847",18,280,558,"37,079","54,580","4,348","4,113","4,986","4,690","3,066","3,239","2,291","2,185","4,096","3,861","4,583","4,024","2,957","2,773","1,914","1,454",31.4,"33,665",23.60%,27.50%,31.60%,12.10%,5.20%,"12,838",12.30%,"25,190",7.10%,"18,778","$257,500","16,689",
Columbia CDP,16000US0614904,California,Tuolumne,"15,439,974","2,226",373.4,"$38,679","1,056",362,316,72,111,138,43,14,"2,226","1,982",0,7,8,0,0,63,166,"2,226",93,191,96,95,83,100,170,252,57,198,171,66,112,103,146,293,45.4,"1,592",8.30%,31.30%,46.60%,8.60%,5.20%,580,12.10%,824,7.60%,"1,198","$318,100","1,056",
Colusa city,16000US0614946,California,Colusa,"8,868,062","6,106","1,783.30","$51,364","2,296",570,554,492,311,223,75,71,"6,106","2,347",150,27,55,4,0,189,"3,334","6,106",406,375,368,411,253,480,285,318,577,316,565,384,366,412,353,237,36.4,"3,927",20.60%,24.20%,37.90%,12.60%,4.60%,"1,573",8.80%,"2,958",2.80%,"2,473","$255,900","2,296",
Commerce city,16000US0614974,California,Los Angeles,"16,933,488","12,830","1,962.40","$47,518","3,537",787,"1,049",518,383,601,105,94,"12,830",184,195,109,54,17,15,65,"12,191","12,830",757,927,"1,102",837,825,836,612,683,765,921,"1,069",793,759,763,598,583,35.5,"8,534",41.30%,22.10%,25.10%,9.00%,2.40%,"2,699",12.40%,"5,997",6.10%,"3,667","$411,200","3,537",
Comptche CDP,16000US0615030,California,Mendocino,"2,987,584",99,85.8,"$37,788",37,0,30,7,0,0,0,0,99,90,0,0,0,0,0,0,9,99,0,0,8,0,0,18,0,13,18,0,9,9,0,0,9,15,52.8,81,11.10%,8.60%,80.20%,0.00%,0.00%,28,0.00%,66,13.60%,63,-$1,37,
Compton city,16000US0615044,California,Los Angeles,"25,973,635","96,803","9,652.80","$52,883","23,742","5,379","5,819","5,044","3,170","3,015",812,503,"96,803","1,176","27,490",32,692,296,499,832,"65,786","96,803","7,605","7,644","7,427","6,404","6,779","5,871","3,740","4,066","7,611","8,454","7,925","6,211","6,051","5,415","3,419","2,181",31.2,"57,526",37.80%,28.80%,24.70%,6.20%,2.40%,"19,683",18.10%,"43,762",9.40%,"24,590","$355,200","23,742",
Concord city,16000US0616000,California,Contra Costa,"79,139,304","129,183","4,227.80","$89,564","46,455","5,532","7,195","6,862","6,533","9,914","5,081","5,338","129,183","62,748","4,126",159,"16,053",730,256,"6,448","38,663","129,183","8,007","6,357","8,358","9,234","8,036","9,484","8,171","7,389","8,209","6,774","9,462","10,191","8,411","9,150","6,286","5,664",38.9,"92,086",11.20%,18.80%,33.60%,25.10%,11.40%,"31,691",6.60%,"70,556",5.00%,"48,096","$551,300","46,455",
Concow CDP,16000US0616035,California,Butte,"70,981,498",553,20.2,"$31,250",232,87,67,34,11,33,0,0,553,344,0,24,0,6,0,83,96,553,34,21,7,40,29,33,86,29,27,46,12,19,58,48,25,39,47.8,413,4.10%,27.40%,43.80%,16.70%,8.00%,135,13.30%,194,26.80%,299,"$190,900",232,
Contra Costa Centre CDP,16000US0616090,California,Contra Costa,"1,648,552","6,558","10,303.10","$97,684","3,611",426,349,480,582,637,578,559,"6,558","3,552",232,0,"1,614",0,0,423,737,"6,558",266,86,774,682,452,239,292,138,259,97,"1,063",952,347,490,359,62,32.8,"5,321",3.30%,5.80%,15.70%,46.00%,29.30%,"1,446",1.40%,"4,650",2.30%,"3,645","$666,100","3,611",
Copperopolis CDP,16000US0616210,California,Calaveras,"53,773,314","4,361",210,"$82,043","1,659",207,280,289,319,213,230,121,"4,361","3,620",84,0,57,0,0,88,512,"4,361",290,86,268,175,200,314,440,321,387,107,175,288,234,387,334,355,49.3,"3,431",10.40%,30.20%,40.50%,12.00%,6.90%,"1,171",7.90%,"2,062",8.70%,"2,532","$337,000","1,659",
Corcoran city,16000US0616224,California,Kings,"19,095,385","22,156","3,005.10","$40,159","4,025","1,256","1,240",750,506,179,74,20,"22,156","3,608","2,516",157,161,20,8,296,"15,390","22,156","1,100","1,365","1,082",742,704,850,477,654,"1,169",955,"3,134","3,701","2,504","2,165",955,599,35.2,"15,562",42.30%,28.60%,25.50%,2.60%,0.90%,"3,027",24.30%,"4,973",11.60%,"4,326","$149,300","4,025",
Corning city,16000US0616322,California,Tehama,"9,193,425","7,590","2,138.30","$43,042","2,651",884,587,539,312,290,26,13,"7,590","3,695",73,84,33,0,0,78,"3,627","7,590",494,672,690,699,198,550,433,281,806,217,708,583,325,378,325,231,32.3,"4,656",20.00%,37.60%,30.40%,10.00%,2.00%,"1,887",19.30%,"3,537",10.10%,"2,863","$167,700","2,651",
Corona city,16000US0616350,California,Riverside,"103,562,975","166,972","4,175.80","$83,752","48,899","6,104","8,212","7,729","6,162","10,208","5,421","5,063","166,972","57,987","8,649",283,"18,564",626,358,"4,226","76,279","166,972","10,796","11,614","12,583","11,804","12,184","11,479","7,156","6,189","10,995","13,195","12,680","11,573","12,347","11,232","6,597","4,548",35,"108,300",14.40%,24.40%,34.20%,18.10%,8.90%,"37,543",7.80%,"86,507",5.10%,"50,761","$467,000","48,899",
Coronado city,16000US0616378,California,San Diego,"20,648,974","23,639","2,965.00","$108,967","8,435",857,813,987,"1,086","1,847",898,"1,947","23,639","17,703",731,70,733,16,54,584,"3,748","23,639",968,"1,478","1,123","1,068","1,344","1,543","1,623","1,747","1,113","1,601","3,015","1,217","1,464","1,231","1,556","1,548",40.6,"15,935",2.30%,9.20%,24.10%,33.20%,31.20%,"5,665",4.50%,"8,473",4.30%,"11,119","$1,617,000","8,435",
Coronita CDP,16000US0616420,California,Riverside,"1,549,711","3,383","5,653.90","$109,554",743,62,82,104,59,274,71,91,"3,383","1,242",16,0,106,18,0,0,"2,001","3,383",131,253,367,281,228,193,120,88,310,253,349,225,170,169,147,99,30.3,"1,970",13.90%,31.60%,33.10%,12.30%,9.10%,585,3.90%,"1,844",6.20%,790,"$438,100",743,
Corralitos CDP,16000US0616434,California,Santa Cruz,"23,273,553","2,160",240.4,"$139,779",845,83,64,168,76,114,62,278,"2,160","1,783",0,0,99,0,0,100,178,"2,160",31,112,132,119,131,213,173,178,67,101,121,92,106,202,235,147,50.3,"1,807",7.00%,20.80%,25.60%,25.50%,21.10%,653,2.30%,"1,126",12.80%,874,"$959,800",845,
Corte Madera town,16000US0616462,California,Marin,"8,184,894","9,838","3,113.10","$149,439","3,930",272,337,347,429,613,538,"1,394","9,838","7,719",228,0,604,0,153,437,697,"9,838",681,856,157,353,938,"1,005",723,820,570,509,358,527,581,799,514,447,46.5,"6,773",0.60%,10.00%,22.80%,34.30%,32.50%,"2,451",2.00%,"5,277",5.50%,"4,132","$1,200,300","3,930",
Costa Mesa city,16000US0616532,California,Orange,"40,910,131","113,159","7,164.00","$84,138","40,986","5,114","6,352","6,480","5,704","8,171","4,090","5,075","113,159","56,647","1,988",198,"9,456",846,458,"3,234","40,332","113,159","6,231","6,522","9,703","9,309","7,556","7,200","4,799","4,883","6,130","6,826","9,678","10,812","8,331","7,138","4,161","3,880",35.2,"79,848",14.80%,17.40%,27.50%,27.50%,12.90%,"24,389",8.20%,"67,265",4.20%,"43,122","$749,400","40,986",
Cotati city,16000US0616560,California,Sonoma,"4,869,301","7,454","3,964.80","$82,182","2,758",395,438,396,447,619,185,278,"7,454","5,555",46,0,121,25,49,283,"1,375","7,454",675,334,680,490,583,465,330,436,392,398,623,650,484,363,374,177,36,"4,872",9.80%,22.10%,36.40%,21.40%,10.30%,"1,777",6.80%,"4,248",4.40%,"2,911","$525,500","2,758",
Coto de Caza CDP,16000US0616580,California,Orange,"19,993,001","15,056","1,950.40","$199,056","4,910",279,131,271,322,670,799,"2,438","15,056","11,756",154,17,"1,224",31,59,422,"1,393","15,056",580,"1,417",485,529,"1,307","1,604",922,612,757,"1,297",645,550,"1,157","1,501","1,082",611,46.3,"10,366",2.00%,8.20%,24.70%,38.90%,26.20%,"4,377",3.00%,"8,019",3.60%,"5,108","$1,043,700","4,910",
Cottonwood CDP,16000US0616630,California,Shasta,"6,012,872","3,243","1,396.90","$34,653","1,307",435,355,170,213,98,36,0,"3,243","2,851",0,62,0,56,13,0,261,"3,243",335,124,363,168,256,187,129,73,413,150,258,189,234,178,135,51,28.8,"2,011",7.00%,29.90%,51.90%,11.00%,0.30%,811,27.10%,"1,344",0.00%,"1,386","$159,100","1,307",
Coulterville CDP,16000US0616644,California,Mariposa,"10,917,076",60,14.2,-$1,43,24,12,7,0,0,0,0,60,53,0,0,0,0,0,0,7,60,0,0,0,0,0,19,6,0,0,0,0,0,0,4,31,0,64.5,60,10.00%,18.30%,71.70%,0.00%,0.00%,0,0.00%,19,0.00%,80,-$1,43,
Country Club CDP,16000US0616651,California,San Joaquin,"4,964,750","9,977","5,204.80","$56,250","3,469",712,862,540,562,466,78,249,"9,977","3,194",696,6,568,0,10,340,"5,163","9,977",573,671,659,944,628,464,680,398,531,977,838,761,432,515,578,328,34.7,"6,509",18.90%,33.70%,35.00%,7.70%,4.70%,"2,403",13.20%,"4,800",15.00%,"3,973","$236,000","3,469",
Courtland CDP,16000US0616714,California,Sacramento,"4,662,083",179,99.4,"$58,421",74,10,11,28,19,6,0,0,179,119,0,0,0,0,0,9,51,179,18,0,32,0,11,13,34,0,20,0,0,17,0,10,15,9,40.2,141,12.80%,40.40%,12.10%,27.70%,7.10%,53,0.00%,113,15.90%,95,-$1,74,
Covelo CDP,16000US0616728,California,Mendocino,"18,377,248","1,140",160.7,"$37,143",428,136,178,54,32,19,3,6,"1,140",437,17,182,1,1,0,122,380,"1,140",96,87,64,53,10,64,93,70,95,82,95,63,80,46,72,70,36.1,716,23.70%,17.50%,38.00%,15.90%,4.90%,237,29.10%,393,8.40%,560,"$238,300",428,
Covina city,16000US0616742,California,Los Angeles,"18,203,119","48,095","6,843.10","$70,780","15,350","2,088","2,980","2,999","2,286","2,533","1,419","1,045","48,095","10,823","1,567",138,"6,121",25,170,992,"28,259","48,095","2,527","3,489","2,824","3,591","3,256","3,409","2,829","2,549","3,146","3,109","3,632","3,778","3,226","2,916","2,063","1,751",37.3,"32,718",14.20%,25.20%,34.60%,18.80%,7.20%,"11,245",6.50%,"25,950",5.80%,"16,000","$509,200","15,350",
Cowan CDP,16000US0616762,California,Stanislaus,"365,090",498,"3,532.90","$65,411",122,22,7,93,0,0,0,0,498,152,0,0,36,0,0,24,286,498,75,0,26,0,53,0,27,0,78,55,60,0,55,0,20,49,26.7,266,30.80%,40.60%,28.60%,0.00%,0.00%,100,0.00%,202,21.30%,122,-$1,122,
Crescent City city,16000US0617022,California,Del Norte,"5,085,115","6,676","3,400.30","$32,137","1,794",695,594,318,74,113,0,0,"6,676","3,534",510,215,202,16,0,44,"2,155","6,676",227,209,329,310,179,381,187,275,226,351,"1,075","1,422",626,405,226,248,34.9,"5,200",35.30%,31.50%,24.10%,6.00%,3.10%,884,29.50%,"1,553",6.90%,"1,974","$165,300","1,794",
Crescent Mills CDP,16000US0617050,California,Plumas,"10,985,561",93,21.9,-$1,62,33,29,0,0,0,0,0,93,80,0,0,0,0,0,0,13,93,0,0,0,0,13,9,10,17,0,0,0,0,12,12,20,0,62,93,0.00%,46.20%,18.30%,9.70%,25.80%,23,47.80%,45,0.00%,62,-$1,62,
Cressey CDP,16000US0617078,California,Merced,"4,554,487",340,193.3,"$44,000",102,25,28,16,16,15,2,0,340,167,0,0,0,0,0,18,155,340,45,4,0,32,5,27,18,22,43,22,19,10,32,15,15,31,35.9,226,18.10%,22.60%,32.30%,25.70%,1.30%,69,4.30%,123,8.90%,113,"$223,700",102,
Crest CDP,16000US0617106,California,San Diego,"16,913,613","2,765",423.4,"$93,386",987,64,217,113,135,208,143,107,"2,765","2,044",20,8,9,0,9,63,612,"2,765",103,190,238,113,191,208,235,128,166,195,140,193,117,174,207,167,40.6,"1,956",8.30%,20.10%,46.30%,17.20%,8.10%,788,5.10%,"1,387",3.60%,"1,055","$461,400",987,
Crestline CDP,16000US0617162,California,San Bernardino,"35,898,478","8,709",628.3,"$61,953","3,524",857,544,648,432,656,300,87,"8,709","6,760",169,110,92,0,20,119,"1,439","8,709",328,377,691,241,644,753,701,495,513,604,673,564,437,632,690,366,44,"6,270",5.90%,19.30%,47.90%,16.60%,10.30%,"2,252",10.50%,"4,088",3.70%,"7,209","$258,100","3,524",
Creston CDP,16000US0617232,California,San Luis Obispo,"1,460,395",33,58.5,-$1,8,0,0,0,8,0,0,0,33,0,0,11,0,0,0,0,22,33,0,0,0,0,11,0,6,0,0,0,0,0,8,0,0,8,44.8,33,0.00%,18.20%,57.60%,24.20%,0.00%,8,0.00%,19,0.00%,8,-$1,8,
Crockett CDP,16000US0617274,California,Contra Costa,"2,751,227","3,265","3,073.70","$79,951","1,448",204,192,247,267,311,120,107,"3,265","2,087",229,26,87,0,28,146,662,"3,265",170,165,138,232,229,380,231,184,95,138,174,246,137,252,372,122,46.9,"2,560",4.60%,18.10%,35.00%,28.00%,14.10%,775,4.30%,"1,866",5.30%,"1,574","$511,200","1,448",
Cromberg CDP,16000US0617288,California,Plumas,"23,385,108",316,35,"$69,853",136,17,35,17,42,25,0,0,316,295,0,0,0,0,0,0,21,316,0,49,0,0,6,47,72,34,0,15,0,17,0,6,52,18,65.1,252,0.00%,26.20%,48.40%,19.40%,6.00%,82,0.00%,115,3.50%,215,"$315,000",136,
Crowley Lake CDP,16000US0617372,California,Mono,"7,271,284","1,077",383.6,"$89,706",348,15,40,88,93,43,28,41,"1,077",825,0,0,31,0,0,0,221,"1,077",72,65,65,36,86,121,113,17,102,92,27,27,27,151,52,24,42.7,661,0.00%,25.30%,25.90%,35.10%,13.80%,210,4.30%,696,0.00%,522,"$584,600",348,
Crows Landing CDP,16000US0617428,California,Stanislaus,"8,224,084",305,96.1,"$40,179",126,49,42,19,11,5,0,0,305,44,0,0,0,0,0,0,261,305,11,10,0,24,25,16,17,41,12,47,22,15,29,0,32,4,46.1,203,31.00%,42.90%,26.10%,0.00%,0.00%,73,15.10%,129,10.10%,126,"$212,500",126,
Cudahy city,16000US0617498,California,Los Angeles,"3,045,228","23,890","20,318.60","$46,642","5,690","1,280","1,804","1,219",687,455,201,44,"23,890",744,159,27,123,35,36,27,"22,739","23,890","1,984","2,307","1,851","1,559","1,461","1,579",714,570,"1,809","2,086","2,237","1,683","1,565","1,379",593,513,29.1,"13,675",49.30%,25.50%,18.70%,5.10%,1.50%,"5,012",23.10%,"11,385",8.50%,"5,875","$420,700","5,690",
Culver City city,16000US0617568,California,Los Angeles,"13,237,050","39,169","7,663.90","$95,044","16,796","1,975","2,182","2,388","2,254","3,075","2,165","2,757","39,169","17,937","3,403",54,"6,329",38,220,"1,897","9,291","39,169","2,082","1,743","2,280","3,117","3,534","2,974","2,307","2,911","2,112","1,808","2,228","2,603","2,958","2,482","2,237","1,793",42.3,"29,488",7.00%,10.90%,23.70%,31.20%,27.20%,"9,529",3.40%,"23,103",4.20%,"17,703","$892,000","16,796",
Cupertino city,16000US0617610,California,Santa Clara,"29,295,948","60,257","5,327.20","$171,917","20,981","1,856","1,422","1,276","1,398","3,184","3,007","8,838","60,257","15,168",482,38,"40,586",193,42,"1,741","2,007","60,257","3,570","4,637","1,873","3,661","6,058","3,997","2,743","3,682","3,343","5,106","2,794","3,148","6,022","4,198","2,815","2,610",41.6,"40,969",2.80%,5.50%,13.00%,34.40%,44.40%,"16,174",3.40%,"28,164",3.60%,"22,267","$1,711,300","20,981",
Cutler CDP,16000US0617708,California,Tulare,"2,089,960","5,214","6,461.50","$39,646","1,205",161,567,270,149,58,0,0,"5,214",47,0,0,0,0,0,0,"5,167","5,214",215,580,372,278,258,288,126,172,745,508,459,410,354,169,174,106,25.8,"2,670",62.30%,21.70%,14.70%,0.30%,1.00%,"1,085",21.60%,"2,262",15.40%,"1,241","$120,600","1,205",
Cutten CDP,16000US0617722,California,Humboldt,"3,351,485","2,919","2,255.80","$64,167","1,136",231,179,256,126,223,74,47,"2,919","2,642",30,0,19,0,0,80,148,"2,919",230,216,31,290,185,166,157,315,92,192,90,277,188,123,145,222,42.1,"2,120",1.40%,19.20%,25.30%,36.80%,17.20%,781,2.00%,"1,407",3.90%,"1,259","$329,700","1,136",
Cuyama CDP,16000US0617727,California,Santa Barbara,"1,174,244",17,37.5,-$1,16,0,16,0,0,0,0,0,17,3,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,1,69.6,17,82.40%,5.90%,11.80%,0.00%,0.00%,2,0.00%,14,0.00%,16,-$1,16,
Cypress city,16000US0617750,California,Orange,"17,127,734","48,893","7,393.40","$93,137","15,684","1,407","1,980","2,387","2,749","3,209","1,893","2,059","48,893","17,741","1,847",80,"17,072",140,242,"1,913","9,858","48,893","2,556","3,216","2,908","2,977","3,957","3,818","2,749","2,976","2,711","3,588","3,121","2,298","3,653","3,805","2,315","2,245",41.8,"33,681",8.00%,18.00%,31.30%,28.20%,14.50%,"12,691",4.50%,"24,965",4.20%,"16,256","$632,900","15,684",
Daly City city,16000US0617918,California,San Mateo,"19,789,729","106,677","13,961.40","$94,550","31,796","3,295","4,314","4,552","4,642","6,543","3,927","4,523","106,677","12,888","3,457",129,"61,117","1,373",216,"3,090","24,407","106,677","4,423","4,864","8,588","7,941","6,279","7,629","7,006","7,274","4,562","4,990","9,118","9,068","6,463","7,336","6,192","4,944",39.9,"79,456",13.10%,19.40%,29.70%,29.80%,7.90%,"23,388",5.00%,"62,869",5.10%,"32,978","$783,400","31,796",
Dana Point city,16000US0617946,California,Orange,"16,797,354","33,769","5,206.90","$99,409","14,905","1,509","2,258","1,905","1,832","2,454","1,844","3,103","33,769","25,021",472,49,"1,224",24,62,976,"5,941","33,769","1,217","1,458","1,451","1,482","2,816","3,104","2,936","2,886","1,235","1,701","1,299","1,626","2,316","2,855","3,034","2,353",50.5,"26,988",5.80%,11.80%,31.40%,31.50%,19.50%,"8,994",2.90%,"18,514",3.90%,"17,865","$878,300","14,905",
Danville town,16000US0617988,California,Contra Costa,"46,818,656","44,605","2,467.50","$160,808","16,053","1,020","1,120",961,"1,454","2,917","2,033","6,548","44,605","33,595",446,6,"5,906",33,49,"1,690","2,880","44,605","2,694","3,016","1,640","1,716","3,668","4,144","3,049","2,954","2,772","3,790","1,348","1,594","3,341","3,627","2,856","2,396",45.7,"30,254",1.70%,7.80%,22.00%,42.40%,26.00%,"12,451",2.10%,"21,945",3.40%,"16,551","$1,091,900","16,053",
Daphnedale Park CDP,16000US0617995,California,Modoc,"3,446,848",209,157,-$1,57,18,13,21,5,0,0,0,209,166,15,28,0,0,0,0,0,209,12,0,13,23,0,0,22,0,28,35,0,45,0,13,18,0,35.1,121,39.70%,36.40%,12.40%,11.60%,0.00%,57,31.60%,85,0.00%,85,"$156,700",57,
