name,geoid,state_name,county_name,population,population_density_sq_mi,median_household_income,hhs_total,race_and_ethnicity_total,age_total,median_age,educational_attainment_population_25_years_and_over,educational_attainment_bachelors,DUMMYBachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,
California Hot Springs CDP,16000US0609822,California,Tulare,47,62.8,-1,26,47,47,67.2,43,0.14,0,0.256,9,0,0,67,-1,26,
California Pines CDP,16000US0609834,California,Modoc,431,58,31197,257,431,431,63.7,401,0.07,0,0.027,123,0,0,382,88000,257,
Calimesa city,16000US0609864,California,Riverside,8814,593.2,56903,3235,8814,8814,48,6497,0.143,0,0.046,2091,0.039,0.061,3555,217500,3235,
Calipatria city,16000US0609878,California,Imperial,7395,1999.4,36883,881,7395,7395,32.5,5303,0.004,0,0.012,688,0.253,0.204,1260,145700,881,
Calistoga city,16000US0609892,California,Napa,5271,2045.6,67119,2124,5271,5271,43.4,4071,0.193,0,0.135,1354,0.022,0.053,2355,570100,2124,
Callender CDP,16000US0609948,California,San Luis Obispo,1215,531.4,85769,464,1215,1215,43.8,864,0.2,0,0.086,386,0,0.189,478,683000,464,
Calpella CDP,16000US0609990,California,Mendocino,682,268.7,83542,204,682,682,49.8,541,0.092,0,0.02,164,0.037,0,257,475000,204,
Calpine CDP,16000US0610004,California,Sierra,182,256.4,72969,85,182,182,50.2,123,0.236,0,0.114,52,0,0.109,157,-1,85,
Calwa CDP,16000US0610032,California,Fresno,2089,3680.5,47458,475,2089,2089,25.7,1149,0,0,0,425,0.261,0.174,576,121400,475,
Camanche North Shore CDP,16000US0610042,California,Amador,1139,488.5,40924,367,1139,1139,32.2,740,0.015,0,0.018,236,0.085,0,423,245200,367,
Camanche Village CDP,16000US0610044,California,Amador,903,166.1,76765,308,903,903,47,688,0.201,0,0.023,228,0,0.061,308,317100,308,
Camarillo city,16000US0610046,California,Ventura,68122,3461.5,93512,25033,68122,68122,42.3,47490,0.263,1,0.154,17154,0.049,0.04,26011,602000,25033,
Cambria CDP,16000US0610074,California,San Luis Obispo,5647,663.7,70000,2740,5647,5647,60.7,4837,0.239,0,0.17,1749,0.074,0.063,4171,664000,2740,
Cambrian Park CDP,16000US0610088,California,Santa Clara,3258,5339.7,176964,1063,3258,3258,45.7,2274,0.337,1,0.226,899,0.014,0.025,1169,1399300,1063,
Cameron Park CDP,16000US0610256,California,El Dorado,19171,1707.5,79814,7403,19171,19171,45.3,13695,0.209,0,0.094,5065,0.069,0.046,7748,438700,7403,
Camino CDP,16000US0610270,California,El Dorado,1903,845.7,117625,709,1903,1903,45.6,1375,0.209,0,0.086,510,0.067,0.089,855,394300,709,
Camino Tassajara CDP,16000US0610301,California,Contra Costa,4721,3703.4,230313,1270,4721,4721,41.3,2743,0.334,1,0.347,1135,0.015,0.041,1270,1322200,1270,
Camp Nelson CDP,16000US0610494,California,Tulare,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,297,-1,0,
Camp Pendleton North CDP,16000US0610559,California,San Diego,7367,832.6,54214,1367,7367,7367,21.6,2093,0.247,0,0.115,1241,0.056,0.1,1468,-1,1367,
Camp Pendleton South CDP,16000US0610561,California,San Diego,11936,3048.4,49851,2944,11936,11936,22.6,4942,0.213,0,0.058,2826,0.095,0.087,3275,-1,2944,
Campbell city,16000US0610345,California,Santa Clara,42221,6951.6,124525,16163,42221,42221,38.6,30829,0.329,1,0.211,10315,0.031,0.021,17635,1079000,16163,
Campo CDP,16000US0610508,California,San Diego,3408,145,53702,947,3408,3408,27.1,1886,0.093,0,0.1,651,0.215,0.05,1198,268900,947,
Camptonville CDP,16000US0610676,California,Yuba,339,398.3,98189,117,339,339,40,225,0.089,0,0.036,93,0,0.043,144,278200,117,
Canby CDP,16000US0610732,California,Modoc,282,124.3,-1,16,282,282,77.2,251,0,0,0.566,16,0,0,46,-1,16,
Cantua Creek CDP,16000US0610816,California,Fresno,379,99.8,46053,96,379,379,34.5,201,0,0,0,96,0.417,0,111,136300,96,
Canyon Lake city,16000US0610928,California,Riverside,11170,2855.5,100682,4230,11170,11170,45.3,8264,0.169,0,0.136,3165,0.058,0.034,4635,442900,4230,
Canyondam CDP,16000US0610914,California,Plumas,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,14,-1,0,
Capitola city,16000US0611040,California,Santa Cruz,10121,6352.9,71059,4461,10121,10121,42.2,7521,0.2,0,0.143,2408,0.107,0.012,5220,721900,4461,
Caribou CDP,16000US0611166,California,Plumas,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,
Carlsbad city,16000US0611194,California,San Diego,114253,3026.5,110478,43531,114253,114253,42.9,80508,0.34,1,0.255,30918,0.037,0.049,47885,814700,43531,
Carmel Valley Village CDP,16000US0611324,California,Monterey,4152,218.7,89286,1666,4152,4152,54.7,3132,0.252,1,0.237,1012,0,0.076,1982,914400,1666,
Carmel-by-the-Sea city,16000US0611250,California,Monterey,3830,3591.8,98188,1927,3830,3830,59.6,3354,0.363,1,0.297,1056,0,0.001,3832,1550600,1927,
Carmet CDP,16000US0611376,California,Sonoma,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,22,-1,0,
Carmichael CDP,16000US0611390,California,Sacramento,64454,4791.6,64710,26097,64454,64454,40.3,46622,0.207,0,0.128,15811,0.098,0.058,27705,380200,26097,
Carnelian Bay CDP,16000US0611418,California,Placer,451,347.2,77841,229,451,451,60.4,405,0.449,1,0.091,142,0,0,959,632300,229,
Carpinteria city,16000US0611446,California,Santa Barbara,13505,5218.5,76521,5089,13505,13505,42.9,9598,0.211,0,0.125,3236,0.043,0.052,6125,705300,5089,
Carrick CDP,16000US0611481,California,Siskiyou,92,1564.5,14427,74,92,92,80,92,0,0,0,9,0,0,74,87700,74,
Carson city,16000US0611530,California,Los Angeles,92079,4916,82305,25211,92079,92079,39.4,64518,0.21,0,0.073,20501,0.065,0.06,25864,462600,25211,
Cartago CDP,16000US0611600,California,Inyo,5,4.3,-1,5,5,5,-1,5,0,0,0,0,0,0,77,-1,5,
Caruthers CDP,16000US0611614,California,Fresno,2559,1265.2,50733,743,2559,2559,32.8,1534,0.111,0,0.027,639,0.156,0.103,743,168600,743,
Casa Conejo CDP,16000US0611656,California,Ventura,3372,7149.9,107045,1078,3372,3372,39.6,2339,0.221,0,0.1,885,0.034,0.079,1101,593500,1078,
Casa de Oro-Mount Helix CDP,16000US0611691,California,San Diego,19804,2891,100097,6918,19804,19804,45.2,14402,0.246,0,0.203,5359,0.049,0.051,7226,661500,6918,
Casmalia CDP,16000US0611754,California,Santa Barbara,144,764.1,47404,69,144,144,68.6,136,0,0,0,47,0,0,69,258000,69,
Caspar CDP,16000US0611768,California,Mendocino,608,203.2,105625,230,608,608,53.4,425,0.219,0,0.205,207,0,0,305,412100,230,
Cassel CDP,16000US0611782,California,Shasta,247,121.9,105800,110,247,247,64.7,224,0.094,0,0.134,84,0.131,0,166,169700,110,
Castaic CDP,16000US0611796,California,Los Angeles,19400,2671.5,117031,5877,19400,19400,37.4,12439,0.254,1,0.109,4920,0.033,0.052,5979,553600,5877,
Castle Hill CDP,16000US0611915,California,Contra Costa,1426,1960.9,204879,487,1426,1426,42.6,924,0.581,1,0.22,404,0,0.056,487,1290600,487,
Castro Valley CDP,16000US0611964,California,Alameda,63013,3798.2,108488,22357,63013,63013,42.1,45863,0.288,1,0.161,16225,0.054,0.042,23178,741500,22357,
Castroville CDP,16000US0611978,California,Monterey,6521,6382.3,57656,1453,6521,6521,27.6,3726,0.051,0,0.004,1270,0.12,0.085,1601,471400,1453,
Cathedral City city,16000US0612048,California,Riverside,54357,2417.5,46521,18816,54357,54357,39.4,37141,0.139,0,0.077,11532,0.151,0.064,23620,279500,18816,
Catheys Valley CDP,16000US0612062,California,Mariposa,604,25.8,50000,322,604,604,58.4,493,0.148,0,0.081,148,0,0.112,387,299300,322,
Cayucos CDP,16000US0612132,California,San Luis Obispo,2630,848.4,64246,1312,2630,2630,58.7,2102,0.215,0,0.159,762,0.112,0.044,2482,770100,1312,
Cazadero CDP,16000US0612146,California,Sonoma,340,47.8,49688,137,340,340,53,253,0.087,0,0.138,81,0,0.075,284,474100,137,
Cedar Ridge CDP,16000US0612300,California,Tuolumne,1015,130.3,63529,476,1015,1015,55.9,795,0.148,0,0.109,316,0.035,0.086,887,279200,476,
Cedar Slope CDP,16000US0612314,California,Tulare,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,47,-1,0,
Cedarville CDP,16000US0612328,California,Modoc,606,111.4,29500,246,606,606,45.3,386,0.168,0,0.052,117,0,0.133,315,115900,246,
Centerville CDP,16000US0612412,California,Fresno,379,46.7,60250,125,379,379,37.5,273,0.044,0,0,84,0,0.088,146,206300,125,
Ceres city,16000US0612524,California,Stanislaus,48214,5153,58667,12975,48214,48214,30.2,28226,0.082,0,0.02,10902,0.134,0.119,13393,270500,12975,
Cerritos city,16000US0612552,California,Los Angeles,50143,5749.1,106190,15378,50143,50143,45.8,37018,0.348,1,0.182,13203,0.04,0.06,16128,685300,15378,
Chalfant CDP,16000US0612594,California,Mono,1005,35.9,63634,255,1005,1005,46,707,0.212,0,0.088,155,0.065,0.169,255,289200,255,
Challenge-Brownsville CDP,16000US0612612,California,Yuba,719,74.1,59802,350,719,719,54.8,531,0.06,0,0.113,208,0,0.039,528,270500,350,
Channel Islands Beach CDP,16000US0612669,California,Ventura,2904,7124.8,100038,1194,2904,2904,47.5,2165,0.285,1,0.153,741,0.058,0.171,1835,909900,1194,
Charter Oak CDP,16000US0612734,California,Los Angeles,10048,10829.6,74503,2993,10048,10048,36.8,6796,0.206,0,0.064,2251,0.072,0.082,3132,423400,2993,
Cherokee CDP,16000US0612818,California,Butte,137,78.3,103438,44,137,137,57.5,110,0.064,0,0,35,0,0,44,293800,44,
Cherokee Strip CDP,16000US0612860,California,Kern,214,2361.2,31250,54,214,214,27.5,113,0,0,0,50,0.52,0.094,60,85900,54,
Cherry Valley CDP,16000US0612916,California,Riverside,8115,1011.8,54750,2903,8115,8115,49.8,6131,0.107,0,0.082,1904,0.105,0.051,3153,276100,2903,
Cherryland CDP,16000US0612902,California,Alameda,16066,13407.5,69721,4935,16066,16066,35.9,10683,0.149,0,0.035,3288,0.12,0.076,5066,490100,4935,
Chester CDP,16000US0612930,California,Plumas,2145,294.3,57125,1016,2145,2145,56.1,1779,0.135,0,0.024,601,0.058,0.014,1267,207100,1016,
Chico city,16000US0613014,California,Butte,94529,2824.9,53324,36164,94529,94529,29.7,54955,0.243,0,0.131,19008,0.123,0.08,40307,327700,36164,
Chilcoot-Vinton CDP,16000US0613077,California,Plumas,422,32,-1,254,422,422,51.1,314,0.398,1,0,68,0,0.083,294,135000,254,
China Lake Acres CDP,16000US0613157,California,Kern,2136,410,-1,846,2136,2136,33.6,1412,0.217,0,0.008,504,0.288,0.036,1139,133200,846,
Chinese Camp CDP,16000US0613182,California,Tuolumne,174,193.8,-1,60,174,174,21.8,83,0,0,0,32,0,0,60,370000,60,
Chino Hills city,16000US0613214,California,San Bernardino,80701,1806.1,106347,25289,80701,80701,38,54696,0.31,1,0.156,21068,0.044,0.049,26565,622300,25289,
Chino city,16000US0613210,California,San Bernardino,89631,3024.5,81711,21918,89631,89631,37.6,63853,0.161,0,0.069,17364,0.075,0.051,23614,459100,21918,
Chowchilla city,16000US0613294,California,Madera,18413,1660.9,53563,3429,18413,18413,34.5,12968,0.063,0,0.022,2487,0.166,0.068,3757,216400,3429,
Chualar CDP,16000US0613364,California,Monterey,1512,2414.8,46146,291,1512,1512,31.1,852,0.045,0,0,272,0.188,0.037,316,339400,291,
Chula Vista city,16000US0613392,California,San Diego,268920,5417.3,81272,79671,268920,268920,35.5,175262,0.204,0,0.09,63399,0.078,0.09,86799,492700,79671,
Citrus CDP,16000US0613560,California,Los Angeles,10150,11444.4,78865,2461,10150,10150,35.8,6643,0.086,0,0.04,2009,0.042,0.054,2543,425800,2461,
Citrus Heights city,16000US0613588,California,Sacramento,87373,6139.1,62276,34079,87373,87373,38,61816,0.147,0,0.057,21037,0.076,0.062,35301,297700,34079,
Claremont city,16000US0613756,California,Los Angeles,36090,2703,101420,11729,36090,36090,40.4,23622,0.252,1,0.308,8277,0.035,0.054,12511,672500,11729,
Clarksburg CDP,16000US0613784,California,Yolo,456,224.7,89091,176,456,456,37.3,318,0.189,0,0.022,136,0,0.136,176,479600,176,
Clay CDP,16000US0613854,California,Sacramento,1187,175.7,88750,398,1187,1187,47.2,820,0.185,0,0.118,314,0.019,0.008,411,582500,398,
Clayton city,16000US0613882,California,Contra Costa,12083,3146.3,157768,4232,12083,12083,45.9,8307,0.379,1,0.199,3300,0.005,0.031,4365,771400,4232,
Clear Creek CDP,16000US0613910,California,Lassen,210,185.4,-1,100,210,210,36.2,125,0.16,0,0.08,66,0.197,0,203,217500,100,
Clearlake Oaks CDP,16000US0613966,California,Lake,2265,1145.1,45950,1102,2265,2265,57.4,1903,0.136,0,0.064,624,0.087,0.089,1714,123000,1102,
Clearlake Riviera CDP,16000US0613985,California,Lake,3930,752.5,79122,1244,3930,3930,38.7,2698,0.072,0,0.018,786,0.103,0.063,1534,223300,1244,
Clearlake city,16000US0613945,California,Lake,15349,1515.3,31551,5805,15349,15349,37.5,10182,0.052,0,0.021,3278,0.299,0.184,8017,110500,5805,
Cleone CDP,16000US0614008,California,Mendocino,968,607.5,61458,395,968,968,42.5,697,0.106,0,0.042,257,0.132,0.105,483,287000,395,
Clio CDP,16000US0614106,California,Plumas,59,100.9,-1,38,59,59,33.9,53,0.491,1,0,11,0,0,58,-1,38,
Clipper Mills CDP,16000US0614148,California,Butte,335,192.7,56140,138,335,335,65.5,263,0.217,0,0,61,0,1,138,-1,138,
Cloverdale city,16000US0614190,California,Sonoma,8754,2796.6,71378,3194,8754,8754,39.6,6124,0.191,0,0.09,2228,0.058,0.022,3239,476100,3194,
Clovis city,16000US0614218,California,Fresno,109160,4296,77904,37160,109160,109160,34.5,69408,0.212,0,0.115,27054,0.079,0.055,38664,324600,37160,
Clyde CDP,16000US0614232,California,Contra Costa,792,5527,82944,321,792,792,43.4,614,0.151,0,0.057,211,0.104,0.071,321,435000,321,
Coachella city,16000US0614260,California,Riverside,45181,1502.2,34224,15451,45181,45181,34.5,30332,0.028,0,0.009,8630,0.186,0.143,16099,219400,15451,
Coalinga city,16000US0614274,California,Fresno,16906,2568.7,62522,4293,16906,16906,32.1,10743,0.075,0,0.046,3189,0.175,0.078,4721,170100,4293,
Coarsegold CDP,16000US0614288,California,Madera,1585,144.2,62992,672,1585,1585,57.7,1209,0.137,0,0.041,444,0.027,0.084,766,250000,672,
Cobb CDP,16000US0614302,California,Lake,1011,203,78833,492,1011,1011,57.1,887,0.141,0,0.072,352,0.037,0.06,821,260300,492,
Coffee Creek CDP,16000US0614406,California,Trinity,197,17.1,51875,105,197,197,56.5,165,0.194,0,0.17,63,0.048,0.049,200,300000,105,
Cohasset CDP,16000US0614442,California,Butte,631,25.2,69420,251,631,631,46.5,465,0.172,0,0.237,169,0,0,464,368200,251,
Cold Springs CDP,16000US0614454,California,Tuolumne,51,29.4,-1,27,51,51,-1,51,0,0,0,27,0,0,271,-1,27,
Cold Springs CDP,16000US0614450,California,El Dorado,582,770.4,74083,219,582,582,55,503,0.205,0,0.074,151,0,0.135,219,341400,219,
Coleville CDP,16000US0614484,California,Mono,464,33.7,-1,147,464,464,32.4,380,0.179,0,0.042,84,0.417,0,241,151000,147,
Colfax city,16000US0614498,California,Placer,2057,1463,57734,873,2057,2057,35.4,1393,0.12,0,0.049,466,0.086,0.075,918,273400,873,
College City CDP,16000US0614554,California,Colusa,170,51.9,71875,58,170,170,30.4,97,0.216,0,0,46,0,0,58,292500,58,
Collierville CDP,16000US0614708,California,San Joaquin,2698,409.1,58813,769,2698,2698,31.4,1711,0.077,0,0.034,553,0.005,0.035,769,404300,769,
Colma town,16000US0614736,California,San Mateo,1302,684.1,95357,470,1302,1302,38.8,906,0.205,0,0.063,323,0.084,0.01,485,773100,470,
Coloma CDP,16000US0614764,California,El Dorado,427,127.3,125521,205,427,427,56.6,397,0.05,0,0.111,168,0,0,254,454000,205,
Colton city,16000US0614890,California,San Bernardino,54580,3511.9,53838,16689,54580,54580,31.4,33665,0.121,0,0.052,12838,0.123,0.071,18778,257500,16689,
Columbia CDP,16000US0614904,California,Tuolumne,2226,373.4,38679,1056,2226,2226,45.4,1592,0.086,0,0.052,580,0.121,0.076,1198,318100,1056,
Colusa city,16000US0614946,California,Colusa,6106,1783.3,51364,2296,6106,6106,36.4,3927,0.126,0,0.046,1573,0.088,0.028,2473,255900,2296,
Commerce city,16000US0614974,California,Los Angeles,12830,1962.4,47518,3537,12830,12830,35.5,8534,0.09,0,0.024,2699,0.124,0.061,3667,411200,3537,
Comptche CDP,16000US0615030,California,Mendocino,99,85.8,37788,37,99,99,52.8,81,0,0,0,28,0,0.136,63,-1,37,
Compton city,16000US0615044,California,Los Angeles,96803,9652.8,52883,23742,96803,96803,31.2,57526,0.062,0,0.024,19683,0.181,0.094,24590,355200,23742,
Concord city,16000US0616000,California,Contra Costa,129183,4227.8,89564,46455,129183,129183,38.9,92086,0.251,1,0.114,31691,0.066,0.05,48096,551300,46455,
Concow CDP,16000US0616035,California,Butte,553,20.2,31250,232,553,553,47.8,413,0.167,0,0.08,135,0.133,0.268,299,190900,232,
Contra Costa Centre CDP,16000US0616090,California,Contra Costa,6558,10303.1,97684,3611,6558,6558,32.8,5321,0.46,1,0.293,1446,0.014,0.023,3645,666100,3611,
Copperopolis CDP,16000US0616210,California,Calaveras,4361,210,82043,1659,4361,4361,49.3,3431,0.12,0,0.069,1171,0.079,0.087,2532,337000,1659,
Corcoran city,16000US0616224,California,Kings,22156,3005.1,40159,4025,22156,22156,35.2,15562,0.026,0,0.009,3027,0.243,0.116,4326,149300,4025,
Corning city,16000US0616322,California,Tehama,7590,2138.3,43042,2651,7590,7590,32.3,4656,0.1,0,0.02,1887,0.193,0.101,2863,167700,2651,
Corona city,16000US0616350,California,Riverside,166972,4175.8,83752,48899,166972,166972,35,108300,0.181,0,0.089,37543,0.078,0.051,50761,467000,48899,
Coronado city,16000US0616378,California,San Diego,23639,2965,108967,8435,23639,23639,40.6,15935,0.332,1,0.312,5665,0.045,0.043,11119,1617000,8435,
Coronita CDP,16000US0616420,California,Riverside,3383,5653.9,109554,743,3383,3383,30.3,1970,0.123,0,0.091,585,0.039,0.062,790,438100,743,
Corralitos CDP,16000US0616434,California,Santa Cruz,2160,240.4,139779,845,2160,2160,50.3,1807,0.255,1,0.211,653,0.023,0.128,874,959800,845,
Corte Madera town,16000US0616462,California,Marin,9838,3113.1,149439,3930,9838,9838,46.5,6773,0.343,1,0.325,2451,0.02,0.055,4132,1200300,3930,
Costa Mesa city,16000US0616532,California,Orange,113159,7164,84138,40986,113159,113159,35.2,79848,0.275,1,0.129,24389,0.082,0.042,43122,749400,40986,
Cotati city,16000US0616560,California,Sonoma,7454,3964.8,82182,2758,7454,7454,36,4872,0.214,0,0.103,1777,0.068,0.044,2911,525500,2758,
Coto de Caza CDP,16000US0616580,California,Orange,15056,1950.4,199056,4910,15056,15056,46.3,10366,0.389,1,0.262,4377,0.03,0.036,5108,1043700,4910,
Cottonwood CDP,16000US0616630,California,Shasta,3243,1396.9,34653,1307,3243,3243,28.8,2011,0.11,0,0.003,811,0.271,0,1386,159100,1307,
Coulterville CDP,16000US0616644,California,Mariposa,60,14.2,-1,43,60,60,64.5,60,0,0,0,0,0,0,80,-1,43,
Country Club CDP,16000US0616651,California,San Joaquin,9977,5204.8,56250,3469,9977,9977,34.7,6509,0.077,0,0.047,2403,0.132,0.15,3973,236000,3469,
Courtland CDP,16000US0616714,California,Sacramento,179,99.4,58421,74,179,179,40.2,141,0.277,1,0.071,53,0,0.159,95,-1,74,
Covelo CDP,16000US0616728,California,Mendocino,1140,160.7,37143,428,1140,1140,36.1,716,0.159,0,0.049,237,0.291,0.084,560,238300,428,
Covina city,16000US0616742,California,Los Angeles,48095,6843.1,70780,15350,48095,48095,37.3,32718,0.188,0,0.072,11245,0.065,0.058,16000,509200,15350,
Cowan CDP,16000US0616762,California,Stanislaus,498,3532.9,65411,122,498,498,26.7,266,0,0,0,100,0,0.213,122,-1,122,
Crescent City city,16000US0617022,California,Del Norte,6676,3400.3,32137,1794,6676,6676,34.9,5200,0.06,0,0.031,884,0.295,0.069,1974,165300,1794,
Crescent Mills CDP,16000US0617050,California,Plumas,93,21.9,-1,62,93,93,62,93,0.097,0,0.258,23,0.478,0,62,-1,62,
Cressey CDP,16000US0617078,California,Merced,340,193.3,44000,102,340,340,35.9,226,0.257,1,0.013,69,0.043,0.089,113,223700,102,
Crest CDP,16000US0617106,California,San Diego,2765,423.4,93386,987,2765,2765,40.6,1956,0.172,0,0.081,788,0.051,0.036,1055,461400,987,
Crestline CDP,16000US0617162,California,San Bernardino,8709,628.3,61953,3524,8709,8709,44,6270,0.166,0,0.103,2252,0.105,0.037,7209,258100,3524,
Creston CDP,16000US0617232,California,San Luis Obispo,33,58.5,-1,8,33,33,44.8,33,0.242,0,0,8,0,0,8,-1,8,
Crockett CDP,16000US0617274,California,Contra Costa,3265,3073.7,79951,1448,3265,3265,46.9,2560,0.28,1,0.141,775,0.043,0.053,1574,511200,1448,
Cromberg CDP,16000US0617288,California,Plumas,316,35,69853,136,316,316,65.1,252,0.194,0,0.06,82,0,0.035,215,315000,136,
Crowley Lake CDP,16000US0617372,California,Mono,1077,383.6,89706,348,1077,1077,42.7,661,0.351,1,0.138,210,0.043,0,522,584600,348,
Crows Landing CDP,16000US0617428,California,Stanislaus,305,96.1,40179,126,305,305,46.1,203,0,0,0,73,0.151,0.101,126,212500,126,
Cudahy city,16000US0617498,California,Los Angeles,23890,20318.6,46642,5690,23890,23890,29.1,13675,0.051,0,0.015,5012,0.231,0.085,5875,420700,5690,
Culver City city,16000US0617568,California,Los Angeles,39169,7663.9,95044,16796,39169,39169,42.3,29488,0.312,1,0.272,9529,0.034,0.042,17703,892000,16796,
Cupertino city,16000US0617610,California,Santa Clara,60257,5327.2,171917,20981,60257,60257,41.6,40969,0.344,1,0.444,16174,0.034,0.036,22267,1711300,20981,
Cutler CDP,16000US0617708,California,Tulare,5214,6461.5,39646,1205,5214,5214,25.8,2670,0.003,0,0.01,1085,0.216,0.154,1241,120600,1205,
